3910,9791
1268,1482
3025,14049
11008,2812
10218,378
576,8159
6800,13006
651,14428
12366,13626
4112,13941
4941,474
4881,5406
4313,2587
8944,14020
5827,5135
6638,11865
7902,14245
12765,13106
14158,7644
12750,4779
5479,882
3898,13257
3404,12768
937,8695
4097,3008
9329,4985
11668,9845
3360,10931
5903,800
13766,9479
2424,5364
6637,10990
8031,9714
1508,13588
5352,227
11960,8703
9121,9721
1670,2929
6228,12996
2725,3326
3265,6334
6008,2233
3596,14195
5828,4610
6003,383
7398,5813
8663,465
1519,568
10694,7193
5744,14763
8665,6134
10481,10452
2350,14620
11822,11271
7634,3512
527,10177
9777,13124
8364,4155
7314,6972
9065,1193
619,9804
11388,13504
4658,9616
11246,2548
12628,2090
3567,1038
11151,94
12429,4633
3269,10515
10154,11557
12904,10882
7386,1874
13484,3763
6742,14612
4241,3078
7383,342
220,2914
11895,4248
6242,11520
10041,5043
1044,10574
1411,3468
461,2790
643,10384
7947,14335
4762,13755
11777,12413
2275,6050
11177,2723
12978,13811
8099,6305
955,14306
2681,10598
6000,10349
8385,10278
10661,13448
2506,4661
6292,12585
14195,5173
6903,10919
10242,8527
9225,787
13741,3908
1241,8323
12353,528
4516,8004
11139,10524
7905,9341
14982,6189
6758,2853
7349,16
2421,292
567,1062
1800,14976
13000,1518
5886,1830
10364,8344
4523,3548
12064,11158
12306,9034
3716,14471
7274,7943
9116,4623
5140,882
3648,4615
6998,13443
11609,8255
12961,8847
7148,3771
2837,3608
12420,11243
7875,13124
12203,12868
9725,14670
11591,196
9112,8729
7435,3086
2262,11079
16,11186
7936,2463
13944,309
6883,5077
11511,8039
8775,5490
2671,10414
9110,6905
8501,14464
5222,28
9387,4796
6413,11032
274,1295
13321,12390
8154,9360
946,2518
1531,8939
3274,8385
7823,13864
208,1377
12687,13806
9478,5807
14937,7335
7373,1577
12138,11309
12557,7527
5114,13968
1858,10033
14464,11714
761,7423
3745,7708
4366,4718
12285,8930
6921,10144
5615,7436
9457,9767
13218,1014
10835,9454
6766,13443
7418,9197
12176,9981
5746,8666
5710,4644
5958,9599
12951,7203
6321,5388
14816,9683
10999,10946
6807,14468
4271,1594
6474,13899
4605,8368
14546,9513
1524,13766
7370,7806
6815,1526
2262,3568
14604,1593
2956,6540
11907,6951
9746,2244
7604,12482
7969,8449
13381,12479
9260,14811
14924,2875
2576,14755
5676,11632
6139,10672
13670,1113
7491,10988
4403,4592
11444,10604
9354,5353
5154,9607
10628,6121
627,9059
7319,3775
2804,1996
13467,14553
5916,12597
11026,13077
12053,1784
9038,4733
13903,3249
12105,5010
8280,5148
2534,11517
3522,14381
833,14440
11947,12556
8952,14212
13418,352
14434,6192
2681,5110
11750,11069
11380,10037
4351,11667
10701,12451
7465,1710
2344,8019
12402,14974
13928,7879
13060,4094
5151,11012
9460,2084
7888,145
6547,11418
12035,10811
14066,5246
4222,5091
130,8044
3565,13848
2136,8656
2412,4064
13937,2352
5484,6147
7641,5135
13052,14800
7080,8114
12685,1240
7937,2308
4760,14206
6593,14786
14272,2356
1137,5523
10567,11216
3525,5813
12421,13940
11666,8522
3375,1674
14196,12841
6520,1308
3930,11593
8822,5905
3424,2443
7787,1001
2717,712
12646,3425
217,10729
3334,3140
2763,4911
3388,2963
5239,14979
2408,10854
3611,7878
21,9735
13045,10141
1242,10569
14683,3524
7845,648
10899,11848
6771,10736
14209,9029
14745,6875
14666,11296
8134,10296
14410,2592
8637,1976
11080,1118
13721,1946
14109,11897
712,2507
9407,136
5192,14004
13641,13043
12799,11789
4282,8579
8707,3451
737,8415
5946,11291
238,9179
7323,1436
14785,10764
1059,12781
12226,13233
7269,1324
10602,9481
1192,8211
5127,4520
4578,13075
11638,13809
3810,2990
9054,12688
7273,6529
11255,1496
5143,7107
5961,11485
2082,9902
14484,10136
7447,12258
11838,949
13396,3538
1418,12180
13775,1935
2522,6439
940,2753
2134,13383
13587,152
9898,1114
6351,7294
11804,8166
11308,3231
14021,2246
2659,8761
3395,14153
3648,2854
10430,10473
14361,11012
14112,6867
10293,12292
5691,4879
14557,7391
479,14341
11305,11511
12938,507
9380,12319
720,5129
8309,577
2941,13686
3661,8561
6838,1981
10320,9554
9983,9291
10559,5233
2545,2154
3791,6818
10565,12805
1617,353
11939,9126
233,11480
6730,3802
12457,5488
7598,4200
3477,14346
14512,6234
8083,8821
10468,5245
12439,5599
6812,14623
501,11687
12721,3567
13969,6135
13711,14051
126,7380
3470,8662
14119,3244
2001,10553
1188,14809
6000,14347
9928,10056
14465,7290
10106,13289
8920,3507
2558,6951
3183,622
9537,3544
7374,7464
6377,6852
9886,13961
9571,3722
14234,14708
12321,10099
145,11004
11286,2976
9914,7486
2633,8322
11908,13738
11630,3933
13206,3501
12811,5514
7676,4331
2333,4099
9300,13710
360,13222
8341,3778
9336,10006
14881,10971
3688,10546
10462,3919
12925,1678
8966,8033
13236,13384
2499,3213
12560,8697
1865,2119
670,11099
9305,10381
9095,12952
8443,12092
751,12545
7874,3781
10861,11865
10564,2958
9193,12137
11145,3158
8838,9664
12377,6192
3620,5393
5378,9114
4851,7995
10858,13139
8454,7144
384,4443
544,10950
7732,2495
8318,14327
5635,5179
8560,3308
12712,1593
13314,9062
4029,3007
1168,14551
6678,10007
13235,11435
13842,4370
291,9963
2215,7715
11583,180
3139,433
6647,13873
12662,3820
3956,3182
9678,5749
9478,3846
14557,10566
9166,3498
13078,7250
7069,3387
7163,11155
10158,316
9779,13950
2037,9455
6437,8605
10587,13050
10080,11464
14084,9865
9631,6657
11631,488
10267,4223
6710,4366
404,2449
2383,695
11623,2002
3059,6962
8107,14492
917,6088
11841,6136
9910,10796
13637,8158
6863,6875
3111,9545
2482,5629
8027,4702
76,9794
14926,13432
1560,6753
3651,3550
3750,7827
3361,7280
8115,12873
11718,11351
9062,334
7377,12530
14427,9277
3443,10044
12180,1775
6403,9036
14385,1355
11060,14935
13234,10972
12247,2192
14456,7268
3565,2524
10585,6577
2089,12337
5529,2329
853,1584
12479,8195
8109,11823
9593,6408
8641,14739
1937,6335
8005,3849
3980,14415
5347,11532
4456,3126
14441,5946
9614,13669
5804,12728
6870,4483
199,4733
3504,5719
5475,4363
4465,3150
4564,12307
9437,13913
2577,8762
7169,10821
5212,13399
4577,1790
14250,13543
4437,6246
13643,1153
3447,6084
6685,3333
12134,32
919,3165
9511,11918
7864,12720
13542,549
14248,3143
8300,1483
300,2652
307,14150
8682,12310
14829,11267
4956,11309
7920,6611
1965,8427
11734,6640
6215,14183
14082,11501
9303,4044
8381,1355
1575,11849
7032,4891
13579,14370
4874,13272
13463,12704
9678,9607
5299,13864
8711,6367
9318,1637
14134,10947
10300,4428
528,2831
9855,4397
9983,4551
11972,6823
4163,12816
9153,1147
8371,5855
8563,677
14989,3146
8968,1456
12771,4314
14796,7202
9244,10035
8434,11715
10992,14331
874,2499
5821,9646
4048,4735
6793,3569
5608,13073
5722,4015
13586,5012
8183,8080
4224,13912
13153,3684
6364,1916
13235,12446
112,3279
974,12078
986,6787
8030,1848
3553,2060
1958,441
10487,3703
10046,11759
14190,14308
1087,896
13520,12390
14094,4696
7782,4349
12838,13927
13998,5550
1642,7199
6517,9567
11192,347
325,11573
13110,13992
895,1742
13799,6565
9142,2409
1479,9990
4991,13567
10555,10704
7218,10068
14308,14604
5585,701
521,10874
13905,4014
9992,11510
4471,8502
14912,10678
5303,10441
12855,5826
11954,1283
7631,10732
30,13178
10416,4382
3316,5737
8542,13788
10268,4723
4919,3505
3779,8888
8466,9736
10463,4637
4968,12521
6245,14692
8599,577
4859,1324
1850,9887
14831,7161
10834,9147
8738,1904
8902,2654
993,6633
14180,4168
2045,3715
5988,3682
12749,4547
11270,7930
7787,4657
9944,14800
6286,864
12643,11657
1357,8395
584,2837
7983,11990
10291,2377
5694,14159
5583,9215
3617,10823
