873,397
726,291
116,887
101,753
49,189
877,758
19,875
386,182
814,698
676,27
186,725
222,773
830,312
411,872
134,343
670,275
491,379
603,316
882,508
488,593
281,557
830,172
721,200
209,450
435,199
763,603
806,654
484,595
147,472
368,727
41,585
378,69
776,669
610,157
733,225
469,625
667,103
336,652
157,520
515,772
372,675
301,753
880,66
262,875
376,408
164,0
51,507
791,500
694,647
304,741
188,780
841,306
168,590
595,456
590,173
452,108
509,221
681,393
361,140
617,426
637,628
440,180
765,5
546,885
727,186
270,450
731,224
79,423
60,63
872,184
449,17
658,181
242,162
331,671
384,62
128,278
740,351
250,570
493,111
603,26
285,462
177,250
539,856
729,868
742,773
854,714
33,274
167,515
146,706
275,362
674,599
400,477
60,690
452,384
678,221
409,574
5,670
267,789
43,522
64,242
748,329
484,204
314,238
219,894
111,764
581,844
538,26
105,782
357,848
9,548
157,563
425,82
179,295
150,401
448,189
631,168
69,599
616,312
533,304
80,246
51,40
513,55
540,197
454,518
210,798
169,255
32,221
475,128
459,292
497,568
641,217
604,866
492,370
822,879
726,555
8,788
588,195
372,715
133,191
372,272
281,679
284,841
823,451
754,898
305,618
552,660
402,621
168,364
515,90
464,808
519,421
331,319
540,816
841,386
584,788
135,456
396,324
391,546
749,629
623,75
600,808
456,815
520,791
147,543
552,540
47,226
266,381
835,752
356,404
320,486
785,712
318,870
472,852
624,101
486,200
797,536
718,435
655,709
842,862
256,826
772,344
424,632
503,871
850,341
888,39
617,760
209,735
370,363
150,196
873,359
319,334
678,16
349,882
511,20
481,522
499,817
383,325
10,671
41,554
736,76
