5003,14454
8177,5568
3449,5048
6473,5968
8455,4596
11135,8744
12694,2743
14830,2413
8637,1612
4272,1805
8959,14846
10490,12522
12970,7198
13252,9660
10878,6358
10762,5268
13665,6204
8228,2294
4017,3600
10543,9119
13140,4270
5163,13026
9403,2165
6417,8203
7584,1100
6737,4084
12022,2238
13867,3013
3264,6296
843,7370
5767,10113
12501,394
8913,13431
13464,7050
10038,13441
12960,1317
11283,1811
6451,9317
6964,1541
7889,13676
4713,9092
14483,13477
6957,812
8138,1112
14293,6698
4230,7195
4074,9075
9090,12607
10967,3714
7513,7556
6390,1382
5771,6342
10673,13702
3961,8289
350,3621
14138,10065
8339,2598
7471,12280
11819,8960
14709,3977
1348,14661
4479,2253
10293,10945
8421,10860
800,2114
10826,6236
6484,10817
3386,11963
7656,12950
7748,13170
7239,10341
9937,883
9624,63
1264,7810
5524,5220
5112,11439
13348,3641
2992,7762
6922,12893
11493,4280
10265,7512
4165,4288
7861,7289
4042,10738
3206,3873
3387,12259
9552,11822
7332,6150
14587,9582
2386,3358
5328,5713
14339,8666
777,5948
7813,10419
2876,7428
6690,3275
5983,2709
5849,4519
11547,12794
10,14554
7741,10626
156,5192
3741,9117
11795,10376
4857,10870
12444,2889
13051,5332
2932,12589
2383,13151
8682,11550
10653,7022
12796,14393
1972,13265
2738,2917
150,3851
6558,12926
4699,9482
7960,2954
9829,10713
7120,4298
7183,978
5991,4496
10052,12671
7812,2071
5618,237
841,13992
12247,12490
5774,8930
11027,5091
4983,13980
9713,8308
4658,10045
7849,14862
3011,1646
9195,2778
4068,361
1692,13765
2145,12601
956,13722
11866,1827
5839,13508
12583,12736
3808,105
14283,289
14854,10792
14509,9792
10312,10904
7448,5569
2367,4119
2261,4997
6113,13163
2766,6953
13890,8108
4952,8908
1129,14301
12286,5095
9246,7245
1558,4318
14058,2478
8958,5086
12952,4764
12262,12853
410,12583
10441,9173
9652,11062
6574,5632
3043,14147
3857,6385
426,14876
7504,2106
12905,11244
2646,5061
9578,14110
9828,14955
6451,13182
5421,8014
245,7029
9199,12653
14953,3552
5484,13842
5897,13242
7658,83
9665,8937
8393,11630
8593,2648
14806,6318
5558,12335
3745,23
13560,4297
7668,12436
10090,123
6066,5444
8461,10836
11025,6000
2225,98
13471,2920
9406,2977
13745,7558
10668,1919
6485,6800
9588,2176
10391,8306
4030,14999
8186,2318
10096,3446
11123,1765
14387,12666
5573,7789
1267,3997
1691,11097
4447,10144
801,5904
6666,2138
4018,2451
12291,2657
14700,11384
5520,9607
1684,13424
1409,3736
3715,5987
3209,4289
8309,4544
2479,7510
182,610
13150,8986
5629,10373
12127,2561
9588,7987
2164,5675
6789,610
2608,3639
12210,13231
5162,13449
9124,5315
10148,11307
304,3203
3742,2065
9466,12118
3387,8308
719,14475
7049,6774
3749,2052
2161,233
6618,13361
11960,3897
1429,14350
5567,6779
686,10280
3462,10290
14024,14369
12047,3671
985,4437
9800,3664
10767,2466
12932,14047
4364,3569
5735,14431
3174,10488
9683,11868
6068,7257
999,8508
4048,11219
3779,8666
7948,11049
9798,9263
193,9922
1977,8673
6438,2379
5942,10543
6864,5832
8399,1166
176,13047
1946,1461
5736,10238
8667,12556
953,11743
4191,7379
6921,11511
53,4558
5363,8862
4988,10267
14298,6210
5352,8477
8323,14610
11128,5374
7199,9125
11946,4433
8366,5150
7265,4899
10216,3890
6277,3083
3350,10269
11221,13085
11666,9531
7689,11141
8989,4836
7041,933
4979,7069
9359,756
1366,10025
10411,2453
11052,14052
7771,6571
3316,4056
14756,8151
3335,13642
5966,12993
13344,10964
5121,10182
6178,3611
14512,3016
4478,4617
5668,2344
10721,14387
2932,3629
14196,3999
10384,11853
1349,9011
13025,11628
5356,4496
10343,3591
14492,1626
4329,2398
6751,8683
4594,11238
5301,14873
10662,2959
